Date,Close_delta_1_min,Close_delta_1_max,Close_delta_1_std,Close_delta_1_mean,Close_delta_30_min,Close_delta_30_max,Close_delta_30_std,Close_delta_30_mean,Close_delta_60_min,Close_delta_60_max,Close_delta_60_std,Close_delta_60_mean,High_delta_1_min,High_delta_1_max,High_delta_1_std,High_delta_1_mean,High_delta_30_min,High_delta_30_max,High_delta_30_std,High_delta_30_mean,High_delta_60_min,High_delta_60_max,High_delta_60_std,High_delta_60_mean,Low_delta_1_min,Low_delta_1_max,Low_delta_1_std,Low_delta_1_mean,Low_delta_30_min,Low_delta_30_max,Low_delta_30_std,Low_delta_30_mean,Low_delta_60_min,Low_delta_60_max,Low_delta_60_std,Low_delta_60_mean,Open_delta_1_min,Open_delta_1_max,Open_delta_1_std,Open_delta_1_mean,Open_delta_30_min,Open_delta_30_max,Open_delta_30_std,Open_delta_30_mean,Open_delta_60_min,Open_delta_60_max,Open_delta_60_std,Open_delta_60_mean,Volume_(BTC)_delta_1_min,Volume_(BTC)_delta_1_max,Volume_(BTC)_delta_1_std,Volume_(BTC)_delta_1_mean,Volume_(BTC)_delta_30_min,Volume_(BTC)_delta_30_max,Volume_(BTC)_delta_30_std,Volume_(BTC)_delta_30_mean,Volume_(BTC)_delta_60_min,Volume_(BTC)_delta_60_max,Volume_(BTC)_delta_60_std,Volume_(BTC)_delta_60_mean,Weighted_Price_delta_1_min,Weighted_Price_delta_1_max,Weighted_Price_delta_1_std,Weighted_Price_delta_1_mean,Weighted_Price_delta_30_min,Weighted_Price_delta_30_max,Weighted_Price_delta_30_std,Weighted_Price_delta_30_mean,Weighted_Price_delta_60_min,Weighted_Price_delta_60_max,Weighted_Price_delta_60_std,Weighted_Price_delta_60_mean,score,date,anomalies
2011-12-31,0.0,0.0410022779043282,0.001856623160376638,8.832405258030264e-05,0.0,0.04328018223234631,0.010678876434471789,0.0028224255357604585,0.0,0.04328018223234631,0.014999762734746328,0.006038886542837675,0.0,0.0410022779043282,0.001856623160376638,8.832405258030264e-05,0.0,0.04328018223234631,0.010678876434471789,0.0028224255357604585,0.0,0.04328018223234631,0.014999762734746328,0.006038886542837675,0.0,0.02505694760820054,0.001387995835863565,8.759657543144874e-05,0.0,0.04328018223234631,0.010603115353975682,0.0028216521959217858,0.0,0.04328018223234631,0.014942326397376157,0.006038059249056769,0.0,0.02505694760820054,0.001387995835863565,8.759657543144874e-05,0.0,0.04328018223234631,0.010603115353975682,0.0028216521959217858,0.0,0.04328018223234631,0.014942326397376157,0.006038059249056769,-0.7622965150442881,0.0,0.0357519999775642,-0.0019907947977217885,-0.8125,0.0,0.20055209641748006,-0.05333912751323033,-0.8125,0.0,0.2815684746849838,-0.11374650850252549,0.0,0.031073234236902003,0.0015026913567128385,8.775522299204698e-05,0.0,0.04328018223234631,0.010619681135112337,0.0028218208451764215,0.0,0.04328018223234631,0.014954869191986532,0.006038239664538473,1.6010047394,2011-12-31,False
2012-01-01,0.0,0.05676855895196509,0.001730623392257338,6.237945152196849e-05,0.0,0.05676855895196509,0.00929860348194424,0.0018713835456590513,0.0,0.05676855895196509,0.012880956226299244,0.0037427670913181,0.0,0.05676855895196509,0.001730623392257338,6.237945152196849e-05,0.0,0.05676855895196509,0.00929860348194424,0.0018713835456590513,0.0,0.05676855895196509,0.012880956226299244,0.0037427670913181,0.0,0.05676855895196509,0.001730623392257338,6.237945152196849e-05,0.0,0.05676855895196509,0.00929860348194424,0.0018713835456590513,0.0,0.05676855895196509,0.012880956226299244,0.0037427670913181,0.0,0.05676855895196509,0.001730623392257338,6.237945152196849e-05,0.0,0.05676855895196509,0.00929860348194424,0.0018713835456590513,0.0,0.05676855895196509,0.012880956226299244,0.0037427670913181,-0.8331111111111111,5.657789613848204,0.15071874457826284,0.0033574156269007586,-0.8331111111111111,5.657789613848204,0.8195550838360092,0.10072246880702258,-0.8331111111111111,5.657789613848204,1.1502334281989854,0.20144493761404503,0.0,0.05676855895196509,0.001730623392257338,6.237945152196849e-05,0.0,0.05676855895196509,0.00929860348194424,0.0018713835456590513,0.0,0.05676855895196509,0.012880956226299244,0.0037427670913181,1.5077864841,2012-01-01,False
2012-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8859405940594058,0.02334658457358634,0.0006152365236523652,0.0,0.8859405940594058,0.1265794319360727,0.018457095709570954,0.0,0.8859405940594058,0.1770957451230181,0.03691419141914191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5970010592,2012-01-02,False
2012-01-03,-0.011278195488721887,0.06400000000000006,0.0017461235121464871,4.185188149320208e-05,-0.011278195488721887,0.06400000000000006,0.009483852203634019,0.00125555644479606,-0.011278195488721887,0.06400000000000006,0.013218146749397981,0.002510099182718796,-0.011278195488721887,0.06400000000000006,0.0017461235121464871,4.185188149320208e-05,-0.011278195488721887,0.06400000000000006,0.009483852203634019,0.00125555644479606,-0.011278195488721887,0.06400000000000006,0.013218146749397981,0.002510099182718796,-0.011278195488721887,0.06400000000000006,0.0017461235121464871,4.185188149320208e-05,-0.011278195488721887,0.06400000000000006,0.009483852203634019,0.00125555644479606,-0.011278195488721887,0.06400000000000006,0.013218146749397981,0.002510099182718796,-0.011278195488721887,0.06400000000000006,0.0017461235121464871,4.185188149320208e-05,-0.011278195488721887,0.06400000000000006,0.009483852203634019,0.00125555644479606,-0.011278195488721887,0.06400000000000006,0.013218146749397981,0.002510099182718796,-0.8729959612557748,11.119593133013437,0.29950046352740683,0.006425847006842642,-0.8729959612557748,11.119593133013437,1.6283454595927898,0.20021822829164065,-0.8729959612557748,11.119593133013437,2.2845346234826303,0.40175518156784257,-0.011278195488721887,0.06400000000000006,0.0017461235121464871,4.185188149320208e-05,-0.011278195488721887,0.06400000000000006,0.009483852203634019,0.00125555644479606,-0.011278195488721887,0.06400000000000006,0.013218146749397981,0.002510099182718796,1.4316918082,2012-01-03,False
2012-01-04,-0.06805293005671087,0.05273833671399619,0.002572073593296438,3.917722050952042e-05,-0.06805293005671087,0.05273833671399619,0.01432658607315876,0.0011792429273481066,-0.06805293005671087,0.05273833671399619,0.02024220256249739,0.0023594674327118243,-0.06805293005671087,0.05273833671399619,0.002572073593296438,3.917722050952042e-05,-0.06805293005671087,0.05273833671399619,0.01432658607315876,0.0011792429273481066,-0.06805293005671087,0.05273833671399619,0.02024220256249739,0.0023594674327118243,-0.06805293005671087,0.05273833671399619,0.0023733135129353883,1.3285646176787868e-05,-0.06805293005671087,0.05273833671399619,0.01324062375650127,0.00040171043495363317,-0.06805293005671087,0.05273833671399619,0.018759716213865078,0.0008042061323197592,-0.06805293005671087,0.05273833671399619,0.0023733135129353883,1.3285646176787868e-05,-0.06805293005671087,0.05273833671399619,0.01324062375650127,0.00040171043495363317,-0.06805293005671087,0.05273833671399619,0.018759716213865078,0.0008042061323197592,-0.7271055268595041,3.1724137931034484,0.12304379402261768,0.005090255025764407,-0.7271055268595041,3.1724137931034484,0.6087353118397231,0.13219495322647754,-0.7271055268595041,3.1724137931034484,0.7642826304759008,0.23345776749942285,-0.06805293005671087,0.05273833671399619,0.002407390383923901,2.2746037292729613e-05,-0.06805293005671087,0.05273833671399619,0.013415601683315301,0.0006855584327688533,-0.06805293005671087,0.05273833671399619,0.01899093855448915,0.0013719111940344413,1.5462545472,2012-01-04,False
2012-01-05,0.0,0.06400000000000006,0.003306902493104724,0.0002831020251361644,0.0,0.07599309153713296,0.015094079090521904,0.006029641300019357,0.0,0.07599309153713296,0.021188273215852777,0.01148153946353911,0.0,0.06400000000000006,0.003306902493104724,0.0002831020251361644,0.0,0.07599309153713296,0.015094079090521904,0.006029641300019357,0.0,0.07599309153713296,0.021188273215852777,0.01148153946353911,0.0,0.0674157303370786,0.0042200965686217135,0.000343701811576133,0.0,0.07652173913043492,0.020032436375386004,0.007716784670542605,0.0,0.07652173913043492,0.027080970823358485,0.014702622302331471,0.0,0.0674157303370786,0.0042200965686217135,0.000343701811576133,0.0,0.07652173913043492,0.020032436375386004,0.007716784670542605,0.0,0.07652173913043492,0.027080970823358485,0.014702622302331471,-0.9294294487078143,3.470938890505307,0.17001815638270806,0.005726227986804412,-0.895266025,6.153502224808491,0.7156940437115408,0.08937666458101767,-0.908357771875,6.153502224808491,0.8128329610755494,0.13448888876569867,0.0,0.0649736902286322,0.003765293803972794,0.00032082490392283187,0.0,0.0741437424990603,0.017491726616744665,0.0071228840386358796,0.0,0.0741437424990603,0.023844429636448873,0.013544622805906088,1.5139252087,2012-01-05,False
2012-01-06,-0.05942028985507253,0.02526002971768193,0.002509857508743993,-5.027608015807316e-05,-0.05942028985507253,0.07679999999999998,0.019622132377741144,0.0007510866883816741,-0.05942028985507253,0.0802568218298556,0.028791968790359373,0.002067556327580868,-0.05942028985507253,0.02526002971768193,0.002509857508743993,-5.027608015807316e-05,-0.05942028985507253,0.07679999999999998,0.019622132377741144,0.0007510866883816741,-0.05942028985507253,0.0802568218298556,0.028791968790359373,0.002067556327580868,-0.045588235294117596,0.01644245142002987,0.0018978152659013,-5.167351218416541e-05,-0.045588235294117596,0.07383627608346699,0.017157647842888115,0.0008167219332630935,-0.045588235294117596,0.08077544426494354,0.025675227400941643,0.0023309789186722234,-0.045588235294117596,0.01644245142002987,0.0018978152659013,-5.167351218416541e-05,-0.045588235294117596,0.07383627608346699,0.017157647842888115,0.0008167219332630935,-0.045588235294117596,0.08077544426494354,0.025675227400941643,0.0023309789186722234,-0.834507031388226,4.876500037000425,0.2254971137567965,0.011064850065415117,-0.8981787385714286,4.912943419109175,1.0516422339396152,0.19208009943841234,-0.91090639625,4.912943419109175,1.4423956634331443,0.3581857867378544,-0.05008934238324936,0.01764379483450451,0.002083103336920934,-5.129090264421302e-05,-0.05008934238324936,0.07518545638051899,0.01789934206947519,0.0007499204543698334,-0.05008934238324936,0.08193045442242797,0.026710850798770395,0.002176148726652032,1.5152648806,2012-01-06,False
2012-01-08,0.0,0.078125,0.003328236897205506,0.00014178765880217787,0.0,0.078125,0.01774240037006738,0.004253629764065335,0.0,0.078125,0.02435842801547855,0.00850725952813067,0.0,0.078125,0.003328236897205506,0.00014178765880217787,0.0,0.078125,0.01774240037006738,0.004253629764065335,0.0,0.078125,0.02435842801547855,0.00850725952813067,0.0,0.078125,0.003328236897205506,0.00014178765880217787,0.0,0.078125,0.01774240037006738,0.004253629764065335,0.0,0.078125,0.02435842801547855,0.00850725952813067,0.0,0.078125,0.003328236897205506,0.00014178765880217787,0.0,0.078125,0.01774240037006738,0.004253629764065335,0.0,0.078125,0.02435842801547855,0.00850725952813067,-0.5609631591531608,0.0,0.02389783403861139,-0.001018081958535682,-0.5609631591531608,0.0,0.12739626192068093,-0.030542458756070465,-0.5609631591531608,0.0,0.1749015133640666,-0.06108491751214093,0.0,0.078125,0.003328236897205506,0.00014178765880217787,0.0,0.078125,0.01774240037006738,0.004253629764065335,0.0,0.078125,0.02435842801547855,0.00850725952813067,1.6076294043,2012-01-08,False
2012-01-09,-0.05797101449275366,0.012307692307692353,0.002274761987977646,-6.25900271765784e-05,-0.05797101449275366,0.01538461538461533,0.012452663812754424,-0.0018761077571854059,-0.05797101449275366,0.01538461538461533,0.017412635937806533,-0.003752160581332477,-0.05797101449275366,0.01304347826086949,0.002380873966967517,-6.234341663299123e-05,-0.07010014306151646,0.01538461538461533,0.014867184593228484,-0.0018413082693681058,-0.07010014306151646,0.01538461538461533,0.021109976240309906,-0.0036770813713959327,-0.05797101449275366,0.012307692307692353,0.002274761987977646,-6.25900271765784e-05,-0.05797101449275366,0.01538461538461533,0.012452663812754424,-0.0018761077571854059,-0.05797101449275366,0.01538461538461533,0.017412635937806533,-0.003752160581332477,-0.05797101449275366,0.01304347826086949,0.002380873966967517,-6.234341663299123e-05,-0.07010014306151646,0.01538461538461533,0.014867184593228484,-0.0018413082693681058,-0.07010014306151646,0.01538461538461533,0.021109976240309906,-0.0036770813713959327,-0.8882531735294118,7.79920002331788,0.3029447574249994,0.010026319236227975,-0.8911585911764706,8.261600007594511,1.088733714773781,0.14228980530019422,-0.8911585911764706,8.261600007594511,1.1565471486035341,0.18992893305349826,-0.05797101449275366,0.012307692307692353,0.002295952286207107,-6.254167471075845e-05,-0.06336116735747388,0.01538461538461533,0.013448633377342417,-0.0018624801745928904,-0.06336116735747388,0.01538461538461533,0.018960010234928965,-0.003722470014423862,1.4706480084,2012-01-09,False
2012-01-10,-0.05454545454545445,0.08396946564885499,0.006495424656171616,0.0002678506057933295,-0.05454545454545445,0.09007633587786268,0.03555617360332893,0.008062407827064931,-0.05454545454545445,0.09007633587786268,0.047628115531370654,0.016052655896052127,-0.05454545454545445,0.08396946564885499,0.006495424656171616,0.0002678506057933295,-0.05454545454545445,0.09007633587786268,0.03555617360332893,0.008062407827064931,-0.05454545454545445,0.09007633587786268,0.047628115531370654,0.016052655896052127,-0.05454545454545445,0.08396946564885499,0.006495424656171616,0.0002678506057933295,-0.05454545454545445,0.09007633587786268,0.03555617360332893,0.008062407827064931,-0.05454545454545445,0.09007633587786268,0.047628115531370654,0.016052655896052127,-0.05454545454545445,0.08396946564885499,0.006495424656171616,0.0002678506057933295,-0.05454545454545445,0.09007633587786268,0.03555617360332893,0.008062407827064931,-0.05454545454545445,0.09007633587786268,0.047628115531370654,0.016052655896052127,-0.8517002564102565,5.64169998804494,0.4277451035025742,0.03682793277620828,-0.8489749930966469,5.631559990317923,1.2278745937249211,0.4269062131062215,-0.8489749930966469,7.196062091232516,1.5608530536239098,0.6854365124264019,-0.05454545454545445,0.08396946564885499,0.006495424656171616,0.0002678506057933295,-0.05454545454545445,0.09007633587786268,0.03555617360332893,0.008062407827064931,-0.05454545454545445,0.09007633587786268,0.047628115531370654,0.016052655896052127,1.5035440711,2012-01-10,False
